version,title,group,rank,rank_normalized,rank_pct,log10_rank_pct,eigenvalue,eigenvalue_normalized,log10_eigenvalue,log10_eigenvalue_normalized,n_samples
v12,PlantCAD2-Small random init at 4096bp,DNA random init,29,0.037760416666666664,3.7760416666666665,0.5770367778674441,0.0016100031,0.001892197930574099,-2.7931732877497666,-2.7230334368242333,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,30,0.0390625,3.90625,0.5917600346881504,0.001554074,0.0018264658041708193,-2.808528305337872,-2.7383884544123385,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,31,0.040364583333333336,4.036458333333334,0.6060004738027608,0.0015294561,0.0017975329782432916,-2.815462984061043,-2.7453231331355097,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,32,0.041666666666666664,4.166666666666666,0.6197887582883939,0.0014683125,0.0017256723753737379,-2.8331815039687993,-2.763041653043266,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,33,0.04296875,4.296875,0.6331527198463754,0.0012990035,0.001526687578743489,-2.8863896787740555,-2.8162498278485217,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,34,0.044270833333333336,4.427083333333334,0.6461176970107432,0.001255434,0.0014754813930310836,-2.9012061138465044,-2.8310662629209706,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,35,0.045572916666666664,4.557291666666666,0.6587068243187636,0.0011430144,0.0013433573403035034,-2.94194829821264,-2.8718084472871066,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,36,0.046875,4.6875,0.6709412807357753,0.0010674302,0.0012545250474811486,-2.9716605141914014,-2.9015206632658677,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,37,0.048177083333333336,4.817708333333334,0.682840504035483,0.000983477,0.0011558568701931214,-3.007235792216311,-2.937095941290777,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,38,0.049479166666666664,4.947916666666666,0.6944223765852982,0.000934582,0.0010983917523834598,-3.0293825877199594,-2.959242736794426,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,39,0.05078125,5.078125,0.7057033869949872,0.0009021562,0.0010602824893284942,-3.0447182618759325,-2.974578410950399,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,40,0.052083333333333336,5.208333333333334,0.7166987712964504,0.0008714074,0.001024144164049719,-3.059778756351699,-2.9896389054261654,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,41,0.053385416666666664,5.338541666666666,0.7274226366882235,0.0008653558,0.0010170318640816865,-3.0628052911413697,-2.992665440215836,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,42,0.0546875,5.46875,0.7378880703663885,0.0008366057,0.0009832425628537582,-3.0774791807903945,-3.007339329864861,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,43,0.055989583333333336,5.598958333333334,0.7481072355480746,0.0008207929,0.0009646581592357886,-3.0857664089381043,-3.015626558012571,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,44,0.057291666666666664,5.729166666666666,0.7580914564546753,0.0007993339,0.0009394379125218603,-3.0972717680751156,-3.027131917149582,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,45,0.05859375,5.859375,0.7678512937438317,0.0007886773,0.0009269134667820004,-3.1031006590175316,-3.032960808091998,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,46,0.059895833333333336,5.989583333333334,0.7773966116500621,0.0007492512,0.0008805769194606894,-3.125372552816137,-3.0552327018906036,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,47,0.061197916666666664,6.119791666666666,0.7867366379042054,0.0007320042,0.0008603069350683542,-3.1354864270951723,-3.0653465761696386,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,48,0.0625,6.25,0.7958800173440752,0.0007249308,0.0008519937381297128,-3.1397034480669386,-3.0695635971414053,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,49,0.06380208333333333,6.380208333333333,0.8048348599970017,0.0007029798,0.0008261952556460258,-3.153057154175873,-3.0829173032503396,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,50,0.06510416666666667,6.510416666666667,0.8136087843045068,0.00069005624,0.0008110065063276858,-3.1611155125579327,-3.090975661632399,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,51,0.06640625,6.640625,0.8222089560664243,0.00067122676,0.0007888766712424078,-3.1731307376849145,-3.1029908867593807,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,52,0.06770833333333333,6.770833333333333,0.8306421236032872,0.00065593317,0.0007709024826529269,-3.1831404066285027,-3.1130005557029694,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,53,0.06901041666666667,6.901041666666667,0.8389146495692771,0.00064524927,0.0007583459518795013,-3.190272478121019,-3.1201326271954857,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,54,0.0703125,7.03125,0.8470325397914565,0.0006258776,0.0007355788939242935,-3.203510591457532,-3.1333707405319986,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,55,0.07161458333333333,7.161458333333333,0.8550014694627318,0.00061359216,0.0007211401116982267,-3.2121201980983365,-3.1419803471728027,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,56,0.07291666666666667,7.291666666666667,0.8628268069746884,0.0005983219,0.0007031933422967713,-3.2230651006593942,-3.152925249733861,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,57,0.07421875,7.421875,0.8705136356409794,0.0005821403,0.0006841754969066737,-3.234972334640912,-3.1648324837153785,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,58,0.07552083333333333,7.552083333333333,0.8780667735314253,0.00057413435,0.0006747662963763893,-3.2409864688627796,-3.170846617937246,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,59,0.07682291666666667,7.682291666666667,0.8854907916106323,0.0005677575,0.0006672717379040599,-3.245837120098803,-3.1756972691732694,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,60,0.078125,7.8125,0.8927900303521317,0.00055687246,0.000654478812125087,-3.2542442595133254,-3.184104408587792,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,61,0.07942708333333333,7.942708333333333,0.8999686149792551,0.0005507315,0.0006472614894977341,-3.2590600826163394,-3.188920231690806,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,62,0.08072916666666667,8.072916666666668,0.9070304694667419,0.0005428174,0.0006379602380638975,-3.265346239488961,-3.195206388563428,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,63,0.08203125,8.203125,0.9139793294220697,0.00053450314,0.0006281886882039903,-3.2720497391349643,-3.201909888209431,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,64,0.08333333333333333,8.333333333333332,0.9208187539523751,0.0005277218,0.0006202187423607064,-3.2775949649016125,-3.207455113976079,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,65,0.08463541666666667,8.463541666666668,0.9275521366113436,0.00052013615,0.0006113035103142218,-3.283882961260865,-3.2137431103353316,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,66,0.0859375,8.59375,0.9341827155103567,0.00051691494,0.0006075176996558793,-3.286580915567278,-3.216441064641744,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,67,0.08723958333333333,8.723958333333332,0.9407135826693144,0.0005107832,0.0006003112130728295,-3.2917633954087835,-3.2216235444832497,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,68,0.08854166666666667,8.854166666666668,0.9471476926747244,0.00049967883,0.0005872605140186916,-3.3013090500149707,-3.2311691990894373,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,69,0.08984375,8.984375,0.9534878707057433,0.00049923325,0.0005867368345587545,-3.301696497422917,-3.2315566464973835,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,70,0.09114583333333333,9.114583333333332,0.9597368199827447,0.00049368996,0.0005802219391113034,-3.306545704785604,-3.23640585386007,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,71,0.09244791666666667,9.244791666666668,0.9658971286875633,0.00049337524,0.0005798520562628105,-3.306822649335926,-3.2366827984103925,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,72,0.09375,9.375,0.9719712763997564,0.00047553805,0.0005588884357547152,-3.322814727424986,-3.252674876499453,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,73,0.09505208333333333,9.505208333333332,0.9779616400889438,0.00047395928,0.0005570329453355648,-3.3242589689397506,-3.2541191180142173,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,74,0.09635416666666667,9.635416666666668,0.9838704996994643,0.00046470328,0.0005461545910979899,-3.332824262143741,-3.262684411218207,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,75,0.09765625,9.765625,0.989700043360188,0.00046061698,0.0005413520609639143,-3.3366600564187285,-3.266520205493195,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,76,0.09895833333333333,9.895833333333332,0.9954523722492793,0.0004573466,0.0005375084619868746,-3.3397545451931876,-3.2696146942676543,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,77,0.10026041666666667,10.026041666666668,1.0011295051409699,0.00045035806,0.0005292949989657573,-3.3464420603384526,-3.276302209412919,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,78,0.1015625,10.15625,1.0067333826589684,0.00044712445,0.0005254946148855752,-3.349571581060725,-3.2794317301351916,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,79,0.10286458333333333,10.286458333333332,1.0122658712589294,0.00044245712,0.0005200092141634857,-3.354128811858227,-3.2839889609326933,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,80,0.10416666666666667,10.416666666666668,1.0177287669604316,0.0004380295,0.0005148055388405197,-3.3584966400534535,-3.28835678912792,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,81,0.10546875,10.546875,1.0231237988471378,0.00043201688,0.0005077390511292051,-3.36449928386186,-3.294359432936327,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,82,0.10677083333333333,10.677083333333332,1.0284526323522047,0.0004280929,0.0005031272917881119,-3.368461974960345,-3.2983221240348115,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,83,0.10807291666666667,10.807291666666668,1.033716872344562,0.00042550202,0.0005000822928223547,-3.3710983738337505,-3.300958522908217,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,84,0.109375,10.9375,1.0389180660303696,0.00041797038,0.0004912305374301886,-3.3788544939626397,-3.308714643037106,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,85,0.11067708333333333,11.067708333333332,1.0440577056827807,0.00040981057,0.0004816405089414995,-3.3874168442914043,-3.317276993365871,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,86,0.11197916666666667,11.197916666666668,1.0491372312120557,0.0004064895,0.00047773733522631117,-3.390950668153444,-3.32081081722791,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,87,0.11328125,11.328125,1.0541580325871065,0.00040537847,0.00047643156838225617,-3.39213932078483,-3.3219994698592967,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,88,0.11458333333333333,11.458333333333332,1.0591214521186565,0.0004025726,0.00047313389683897785,-3.395155787504379,-3.3250159365788456,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,89,0.11588541666666667,11.588541666666668,1.0640287866134008,0.0003937564,0.00046277242896632136,-3.404772374250989,-3.3346325233254555,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,90,0.1171875,11.71875,1.0688812894078128,0.00039138913,0.0004599902334568157,-3.4073912401153517,-3.337251389189818,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,91,0.11848958333333333,11.848958333333332,1.0736801722895817,0.00038774635,0.00045570896171421053,-3.4114522816699213,-3.3413124307443876,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,92,0.11979166666666667,11.979166666666668,1.0784266073140434,0.00038528626,0.00045281767709058087,-3.414216478432057,-3.3440766275065235,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,93,0.12109375,12.109375,1.083121728522423,0.0003818826,0.0004488174373342861,-3.4180701292573152,-3.347930278331782,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,94,0.12239583333333333,12.239583333333332,1.0877666335681866,0.00038060156,0.00044731186182515653,-3.419529435970167,-3.349389585044633,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,95,0.12369791666666667,12.369791666666668,1.0923623852573359,0.0003754366,0.00044124160852968274,-3.4254633918019666,-3.355323540876433,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,96,0.125,12.5,1.0969100130080565,0.00036947997,0.0004342409245190771,-3.4324091003118027,-3.3622692493862694,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,97,0.12630208333333334,12.630208333333334,1.1014105142347328,0.00036718938,0.00043154884916978513,-3.435109888130096,-3.3649700372045626,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,98,0.12760416666666666,12.760416666666666,1.105864855660983,0.0003625251,0.0004260670330393577,-3.4406619189850693,-3.370522068059536,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,99,0.12890625,12.890625,1.110273974566038,0.0003593981,0.00042239194512871627,-3.44442422316944,-3.3742843722439066,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,100,0.13020833333333334,13.020833333333334,1.114638779968488,0.00035401984,0.00041607100547208487,-3.4509723985361442,-3.380832547610611,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,101,0.13151041666666666,13.151041666666666,1.1189601537511304,0.0003516731,0.0004133129383779312,-3.4538608502453507,-3.3837209993198174,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,102,0.1328125,13.28125,1.1232389517304056,0.0003469235,0.0004077308477030407,-3.4597662808017824,-3.3896264298762486,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,103,0.13411458333333334,13.411458333333334,1.1274760046736603,0.00034287013,0.0004029670194061566,-3.46487034790115,-3.3947304969756167,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,104,0.13541666666666666,13.541666666666666,1.1316721192672683,0.00033993745,0.00039952031111905077,-3.4686009877193364,-3.3984611367938027,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,105,0.13671875,13.671875,1.135828079038426,0.0003362138,0.0003951439948099814,-3.4733844647786096,-3.403244613853076,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,106,0.13802083333333334,13.802083333333334,1.1399446452332582,0.000331172,0.0003892184885011001,-3.4799463891563067,-3.4098065382307734,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,107,0.13932291666666666,13.932291666666666,1.1440225576536975,0.00032707324,0.00038440131442862786,-3.485354986892283,-3.4152151359667493,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,108,0.140625,14.0625,1.1480625354554377,0.00032442904,0.00038129364974896107,-3.488880278544468,-3.4187404276189346,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,109,0.14192708333333334,14.192708333333334,1.1520652779091116,0.0003233409,0.0003800147849715114,-3.490339357186009,-3.420199506260475,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,110,0.14322916666666666,14.322916666666666,1.156031465126713,0.0003214867,0.000377835588296132,-3.4928369892594713,-3.422697138333938,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,111,0.14453125,14.453125,1.1599617587551454,0.0003184833,0.0003743057644935031,-3.4969133354102517,-3.4267734844847184,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,112,0.14583333333333334,14.583333333333334,1.1638568026386695,0.00031522356,0.00037047467045262227,-3.501381330536505,-3.431241479610972,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,113,0.14713541666666666,14.713541666666666,1.1677172234519078,0.00031163314,0.00036625493615901017,-3.506356364369719,-3.4362165134441853,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,114,0.1484375,14.84375,1.1715436313049605,0.0003107481,0.0003652147699279791,-3.507591518075017,-3.437451667149483,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,115,0.14973958333333334,14.973958333333334,1.1753366203220996,0.0003054183,0.00035895078414411707,-3.5151049445195683,-3.4449650935940346,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,116,0.15104166666666666,15.104166666666666,1.1790967691954064,0.00030399318,0.00035727587487542075,-3.517136159554374,-3.4469963086288407,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,117,0.15234375,15.234375,1.1828246417146495,0.00030273356,0.0003557954737772429,-3.5189394319838962,-3.448799581058363,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,118,0.15364583333333334,15.364583333333334,1.1865207872746133,0.000300254,0.00035288130653077346,-3.52251119819198,-3.4523713472664466,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,119,0.15494791666666666,15.494791666666666,1.1901857413610188,0.00029631448,0.00034825128340134265,-3.5282471253324927,-3.458107274406959,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,120,0.15625,15.625,1.193820026016113,0.00029478807,0.00034645733043118523,-3.5304900962472034,-3.46035024532167,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,121,0.15755208333333334,15.755208333333334,1.197424150284938,0.00029189014,0.0003430514629835085,-3.534780575159008,-3.4646407242334747,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,122,0.15885416666666666,15.885416666666666,1.2009986106432362,0.00029079386,0.0003417630314597868,-3.536414767676378,-3.466274916750845,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,123,0.16015625,16.015625,1.2045438914078859,0.00028759995,0.00033800930583501005,-3.5412111937923747,-3.4710713428668414,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,124,0.16145833333333334,16.145833333333336,1.2080604651307232,0.00028547194,0.0003355083068504485,-3.5444365735899686,-3.4742967226644352,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,125,0.16276041666666666,16.276041666666664,1.2115487929765443,0.00028381468,0.0003335605690216063,-3.5469651448964794,-3.476825293970946,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,126,0.1640625,16.40625,1.215009325086051,0.00028200427,0.0003314328376802873,-3.549744315711142,-3.479604464785609,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,127,0.16536458333333334,16.536458333333336,1.2184425009244448,0.00027942983,0.00032840716025122696,-3.553727233465655,-3.483587382540122,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,128,0.16666666666666666,16.666666666666664,1.2218487496163564,0.00027827616,0.0003270512796404596,-3.555523998207578,-3.485384147282044,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,129,0.16796875,16.796875,1.225228490267737,0.0002765539,0.0003250271488745558,-3.558220212672897,-3.4880803617473632,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,130,0.16927083333333334,16.927083333333336,1.2285821322753248,0.00027290397,0.0003207374739088738,-3.5639901464973724,-3.493850295571839,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,131,0.17057291666666666,17.057291666666664,1.2319100756242523,0.00027164782,0.0003192611510182591,-3.5659937758714513,-3.4958539249459175,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,132,0.171875,17.1875,1.2352127111743378,0.00027083769,0.00031830902470900174,-3.567290898997089,-3.4971510480715557,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,133,0.17317708333333334,17.317708333333336,1.2384904209355738,0.0002693351,0.00031654306681208746,-3.5697070452406146,-3.4995671943150812,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,134,0.17447916666666666,17.447916666666664,1.2417435783332955,0.00026585587,0.0003124540114518889,-3.5753537461812313,-3.505213895255698,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,135,0.17578125,17.578125,1.2449725484634941,0.00026380701,0.0003100460355591493,-3.5787136683655856,-3.5085738174400523,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,136,0.17708333333333334,17.708333333333336,1.2481776883387057,0.0002631029,0.00030921851200661917,-3.579874364962353,-3.5097345140368197,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,137,0.17838541666666666,17.838541666666664,1.2513593471248947,0.0002614957,0.00030732960849207396,-3.5825354482178398,-3.5123955972923064,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,138,0.1796875,17.96875,1.2545178663697245,0.00025879344,0.0003041537072904718,-3.587046736534672,-3.5169068856091386,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,139,0.18098958333333334,18.098958333333336,1.2576535802225832,0.0002567555,0.00030175856541115855,-3.590480244540551,-3.520340393615017,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,140,0.18229166666666666,18.229166666666664,1.260766815646726,0.0002537514,0.00029822791891536137,-3.5955915529778544,-3.5254517020523206,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,141,0.18359375,18.359375,1.263857892623868,0.00025227506,0.0002964928120122605,-3.5981256818635363,-3.527985830938003,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,142,0.18489583333333334,18.489583333333336,1.2669271243515445,0.00025032824,0.0002942047612779481,-3.6014901540499724,-3.531350303124439,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,143,0.18619791666666666,18.619791666666664,1.2699748174335497,0.00025015947,0.00029400640995505745,-3.6017830518815255,-3.531643200955992,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,144,0.1875,18.75,1.2730012720637376,0.00024888228,0.00029250535925835384,-3.6040060233278197,-3.5338661724022864,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,145,0.18880208333333334,18.880208333333336,1.2760067822034629,0.00024634646,0.00028952507098666767,-3.608453674158352,-3.5383138232328184,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,146,0.19010416666666666,19.010416666666664,1.278991635752925,0.00024434485,0.0002871726268827921,-3.611996810063892,-3.5418569591383586,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,147,0.19140625,19.140625,1.281956114716664,0.00024327326,0.0002859132129223942,-3.613905625029974,-3.5437657741044406,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,148,0.19270833333333334,19.270833333333336,1.2849004953634455,0.00024147428,0.00028379891498523855,-3.617129120187533,-3.5469892692619993,262144
v12,PlantCAD2-Small random init at 4096bp,DNA random init,149,0.19401041666666666,19.401041666666664,1.287825048380762,0.00023997636,0.00028203844562703324,-3.6198315384018165,-3.549691687476283,262144
